ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.0,202.0,17033.0,6.0,361.0,600.0,17.0,89.0,4.0,0
10.0,178.0,20643.0,6.0,7.0,488.0,16.0,49.0,3.0,0
6.0,266.0,21251.0,5.0,357.0,358.0,27.0,60.0,5.0,0
8.0,182.0,15859.0,7.0,7.0,585.0,11.0,82.0,5.0,0
7.0,198.0,31252.0,6.0,7.0,322.0,14.0,75.0,4.0,0
8.0,192.0,28087.0,7.0,330.0,327.0,11.0,52.0,2.0,0
6.0,228.0,24463.0,6.0,7.0,400.0,18.0,71.0,5.0,0
7.0,170.0,14550.0,8.0,395.0,486.0,14.0,51.0,4.0,0
7.0,170.0,23432.0,7.0,7.0,513.0,20.0,79.0,4.0,0
6.0,205.0,23268.0,9.0,283.0,371.0,17.0,73.0,3.0,0
10.0,190.0,17573.0,7.0,7.0,417.0,9.0,93.0,4.0,0
5.0,136.0,12060.0,9.0,7.0,362.0,11.0,76.0,5.0,0
6.0,229.0,15613.0,4.0,383.0,409.0,11.0,64.0,4.0,0
9.0,255.0,28492.0,6.0,7.0,621.0,18.0,65.0,4.0,0
9.0,199.0,21696.0,6.0,350.0,289.0,13.0,73.0,6.0,0
4.0,119.0,19100.0,12.0,7.0,328.0,15.0,49.0,4.0,0
7.0,206.0,22686.0,6.0,304.0,442.0,14.0,78.0,5.0,0
7.0,160.0,17787.0,8.0,7.0,248.0,17.0,87.0,6.0,0
7.0,183.0,20247.0,7.0,331.0,420.0,18.0,60.0,5.0,0
6.0,160.0,19782.0,10.0,310.0,505.0,17.0,42.0,4.0,0
8.0,232.0,16548.0,6.0,301.0,395.0,14.0,79.0,4.0,0
9.0,206.0,39557.0,6.0,291.0,345.0,15.0,7.0,3.0,0
7.0,220.0,22211.0,6.0,7.0,399.0,12.0,112.0,3.0,0
7.0,215.0,32742.0,6.0,320.0,438.0,16.0,55.0,4.0,0
8.0,206.0,15926.0,6.0,7.0,458.0,12.0,7.0,4.0,0
8.0,210.0,19850.0,8.0,300.0,368.0,19.0,57.0,4.0,0
7.0,181.0,18909.0,7.0,326.0,356.0,15.0,93.0,4.0,0
4.0,190.0,18530.0,7.0,396.0,365.0,15.0,87.0,5.0,0
7.0,235.0,19039.0,7.0,323.0,437.0,18.0,66.0,4.0,0
11.0,179.0,33773.0,9.0,328.0,426.0,18.0,59.0,5.0,0
6.0,126.0,20116.0,8.0,427.0,435.0,12.0,54.0,4.0,0
7.0,223.0,32237.0,6.0,337.0,527.0,10.0,77.0,4.0,0
5.0,192.0,24856.0,7.0,337.0,343.0,16.0,77.0,3.0,0
7.0,199.0,21627.0,6.0,389.0,296.0,9.0,7.0,5.0,0
8.0,171.0,25919.0,9.0,307.0,449.0,16.0,60.0,4.0,0
7.0,178.0,12929.0,8.0,7.0,376.0,18.0,40.0,4.0,0
6.0,197.0,10529.0,5.0,416.0,412.0,10.0,59.0,5.0,0
8.0,256.0,16796.0,4.0,7.0,334.0,11.0,55.0,4.0,0
8.0,223.0,27464.0,6.0,353.0,318.0,11.0,64.0,3.0,0
7.0,210.0,17940.0,7.0,7.0,349.0,14.0,68.0,4.0,0
7.0,236.0,21984.0,6.0,331.0,441.0,13.0,67.0,4.0,0
8.0,167.0,29956.0,10.0,307.0,546.0,17.0,38.0,4.0,0
7.0,223.0,30045.0,7.0,7.0,532.0,16.0,46.0,4.0,0
7.0,142.0,12875.0,9.0,341.0,340.0,17.0,86.0,2.0,0
6.0,200.0,20454.0,6.0,7.0,345.0,17.0,68.0,5.0,0
8.0,202.0,26716.0,6.0,7.0,516.0,15.0,84.0,4.0,0
11.0,193.0,14054.0,10.0,327.0,479.0,14.0,66.0,5.0,0
9.0,201.0,26744.0,7.0,340.0,364.0,14.0,87.0,5.0,0
11.0,256.0,31965.0,5.0,289.0,505.0,13.0,75.0,4.0,0
7.0,230.0,22709.0,6.0,316.0,294.0,16.0,55.0,5.0,0
6.0,237.0,19894.0,8.0,287.0,315.0,12.0,74.0,4.0,0
7.0,236.0,34823.0,5.0,362.0,538.0,19.0,88.0,4.0,0
6.0,182.0,26804.0,6.0,399.0,482.0,9.0,49.0,4.0,0
6.0,189.0,15156.0,7.0,307.0,298.0,12.0,81.0,3.0,0
7.0,176.0,36820.0,8.0,322.0,345.0,17.0,7.0,4.0,0
9.0,226.0,19969.0,6.0,387.0,441.0,12.0,7.0,5.0,0
7.0,283.0,21160.0,4.0,253.0,526.0,7.0,55.0,4.0,0
6.0,200.0,16405.0,6.0,366.0,444.0,16.0,72.0,4.0,0
6.0,170.0,16666.0,9.0,7.0,457.0,16.0,79.0,3.0,0
6.0,185.0,29382.0,6.0,348.0,406.0,19.0,82.0,4.0,0
7.0,213.0,22113.0,8.0,275.0,388.0,14.0,76.0,4.0,0
7.0,172.0,26595.0,8.0,7.0,349.0,8.0,93.0,4.0,0
6.0,129.0,13690.0,9.0,7.0,320.0,8.0,36.0,3.0,0
7.0,206.0,19636.0,7.0,344.0,431.0,12.0,57.0,4.0,0
6.0,139.0,16576.0,8.0,391.0,419.0,13.0,66.0,4.0,0
8.0,248.0,14610.0,6.0,322.0,275.0,12.0,95.0,5.0,0
3.0,147.0,17326.0,2.0,393.0,375.0,13.0,76.0,3.0,1
7.0,182.0,19289.0,7.0,7.0,275.0,14.0,57.0,3.0,1
7.0,232.0,16378.0,0.0,238.0,455.0,8.0,56.0,4.0,1
8.0,199.0,35201.0,10.0,7.0,349.0,19.0,73.0,4.0,1
7.0,204.0,25132.0,5.0,292.0,424.0,13.0,55.0,4.0,1
5.0,164.0,13679.0,6.0,7.0,636.0,12.0,35.0,4.0,1
7.0,167.0,30363.0,10.0,362.0,432.0,10.0,95.0,3.0,1
10.0,220.0,34132.0,10.0,234.0,367.0,13.0,63.0,4.0,1
7.0,172.0,26654.0,7.0,336.0,510.0,14.0,85.0,4.0,1
8.0,198.0,23105.0,10.0,323.0,396.0,13.0,69.0,3.0,1
7.0,207.0,14598.0,6.0,316.0,582.0,13.0,69.0,3.0,1
6.0,198.0,19002.0,7.0,335.0,257.0,14.0,53.0,3.0,1
6.0,163.0,28141.0,9.0,377.0,296.0,10.0,50.0,3.0,1
7.0,145.0,16219.0,6.0,380.0,375.0,11.0,72.0,5.0,1
5.0,180.0,18667.0,5.0,401.0,485.0,14.0,76.0,4.0,1
7.0,182.0,18195.0,8.0,371.0,202.0,11.0,68.0,3.0,1
7.0,210.0,30472.0,7.0,327.0,493.0,20.0,61.0,3.0,1
8.0,198.0,24345.0,8.0,279.0,457.0,16.0,64.0,4.0,1
5.0,138.0,11229.0,6.0,481.0,580.0,15.0,44.0,3.0,1
7.0,211.0,19225.0,6.0,307.0,324.0,21.0,72.0,5.0,1
7.0,188.0,20878.0,8.0,7.0,378.0,16.0,72.0,4.0,1
6.0,189.0,27312.0,7.0,320.0,523.0,14.0,54.0,5.0,1
9.0,241.0,28171.0,7.0,263.0,568.0,8.0,48.0,4.0,1
5.0,167.0,18404.0,5.0,7.0,347.0,16.0,63.0,4.0,1
4.0,136.0,17431.0,6.0,373.0,344.0,16.0,68.0,4.0,1
6.0,155.0,17628.0,7.0,390.0,324.0,17.0,67.0,4.0,1
7.0,218.0,19026.0,3.0,317.0,448.0,13.0,77.0,2.0,1
7.0,227.0,26559.0,6.0,301.0,332.0,16.0,29.0,4.0,1
6.0,218.0,17163.0,4.0,319.0,612.0,17.0,65.0,3.0,1
7.0,187.0,19503.0,8.0,305.0,356.0,16.0,74.0,3.0,1
7.0,182.0,21453.0,7.0,7.0,392.0,15.0,60.0,5.0,1
6.0,192.0,33316.0,7.0,7.0,490.0,10.0,58.0,3.0,1
6.0,169.0,23891.0,7.0,376.0,374.0,16.0,48.0,5.0,1
7.0,206.0,27045.0,4.0,298.0,516.0,9.0,48.0,4.0,1
6.0,192.0,12137.0,5.0,433.0,405.0,9.0,55.0,5.0,1
5.0,150.0,19197.0,8.0,374.0,400.0,11.0,69.0,5.0,1
10.0,221.0,32092.0,13.0,333.0,404.0,11.0,88.0,3.0,1
7.0,193.0,27469.0,6.0,281.0,300.0,12.0,46.0,4.0,1
8.0,237.0,23518.0,5.0,284.0,479.0,15.0,54.0,3.0,1
7.0,208.0,13715.0,8.0,353.0,337.0,21.0,69.0,6.0,1
7.0,223.0,19713.0,5.0,311.0,270.0,18.0,7.0,4.0,1
5.0,180.0,12306.0,5.0,410.0,389.0,13.0,61.0,5.0,1
8.0,207.0,17643.0,8.0,7.0,475.0,16.0,68.0,3.0,1
3.0,101.0,19873.0,5.0,418.0,421.0,14.0,86.0,3.0,1
8.0,153.0,15925.0,11.0,329.0,431.0,12.0,53.0,4.0,1
8.0,214.0,29818.0,7.0,298.0,495.0,13.0,70.0,4.0,1
8.0,243.0,17681.0,3.0,298.0,550.0,10.0,77.0,4.0,1
5.0,183.0,15265.0,6.0,394.0,447.0,18.0,50.0,3.0,1
7.0,215.0,18490.0,4.0,295.0,370.0,7.0,68.0,5.0,1
5.0,151.0,18334.0,7.0,417.0,300.0,12.0,56.0,5.0,1
5.0,240.0,28391.0,1.0,258.0,452.0,14.0,72.0,5.0,1
6.0,188.0,27690.0,6.0,331.0,303.0,14.0,58.0,3.0,1
7.0,250.0,24540.0,2.0,358.0,339.0,15.0,60.0,3.0,1
7.0,215.0,16488.0,7.0,305.0,507.0,12.0,18.0,5.0,1
7.0,139.0,17905.0,8.0,400.0,485.0,18.0,36.0,5.0,1
7.0,182.0,29136.0,8.0,7.0,307.0,9.0,50.0,5.0,1
5.0,181.0,21543.0,7.0,352.0,420.0,13.0,69.0,3.0,1
6.0,188.0,25869.0,4.0,338.0,456.0,15.0,73.0,5.0,1
6.0,206.0,22806.0,4.0,7.0,409.0,17.0,62.0,4.0,1
8.0,235.0,14764.0,8.0,339.0,506.0,12.0,50.0,5.0,1
7.0,203.0,13703.0,8.0,352.0,412.0,16.0,80.0,3.0,1
7.0,214.0,24883.0,5.0,7.0,401.0,14.0,59.0,5.0,1
8.0,211.0,31725.0,8.0,313.0,433.0,16.0,7.0,4.0,1
6.0,141.0,11795.0,9.0,438.0,413.0,15.0,48.0,5.0,1
7.0,208.0,13696.0,4.0,7.0,449.0,21.0,76.0,4.0,1
6.0,199.0,28460.0,5.0,331.0,449.0,12.0,70.0,3.0,1
9.0,201.0,32571.0,10.0,7.0,338.0,13.0,66.0,3.0,1
7.0,190.0,13317.0,8.0,379.0,541.0,12.0,42.0,4.0,1
7.0,205.0,19530.0,7.0,7.0,475.0,16.0,54.0,4.0,1
6.0,139.0,21504.0,11.0,339.0,448.0,14.0,32.0,3.0,1
10.0,224.0,31684.0,12.0,315.0,494.0,19.0,81.0,3.0,1
7.0,189.0,27368.0,8.0,355.0,465.0,12.0,75.0,5.0,1
8.0,244.0,31115.0,5.0,285.0,419.0,15.0,56.0,5.0,1
9.0,219.0,21752.0,6.0,276.0,356.0,16.0,67.0,3.0,1
5.0,177.0,24069.0,4.0,368.0,288.0,13.0,78.0,5.0,1
9.0,211.0,15978.0,8.0,329.0,324.0,12.0,60.0,6.0,1
8.0,211.0,15896.0,7.0,320.0,449.0,18.0,124.0,3.0,1
7.0,183.0,19259.0,8.0,296.0,340.0,10.0,83.0,6.0,1
6.0,181.0,13029.0,6.0,374.0,406.0,16.0,35.0,4.0,1
7.0,179.0,21066.0,7.0,378.0,572.0,13.0,85.0,3.0,1
8.0,169.0,22912.0,10.0,7.0,468.0,13.0,81.0,4.0,1
5.0,170.0,23001.0,4.0,341.0,347.0,13.0,85.0,4.0,1
10.0,214.0,23972.0,10.0,294.0,507.0,16.0,83.0,3.0,1
5.0,107.0,19116.0,9.0,333.0,458.0,17.0,78.0,4.0,1
7.0,138.0,14893.0,10.0,319.0,287.0,14.0,55.0,5.0,1
8.0,193.0,25411.0,6.0,284.0,432.0,13.0,81.0,5.0,1
7.0,210.0,23617.0,4.0,366.0,422.0,15.0,76.0,2.0,1
5.0,142.0,13615.0,8.0,369.0,439.0,10.0,83.0,4.0,1
6.0,146.0,21157.0,8.0,385.0,441.0,17.0,70.0,4.0,1
7.0,162.0,22171.0,10.0,7.0,401.0,15.0,83.0,4.0,1
7.0,192.0,29323.0,9.0,7.0,496.0,17.0,43.0,4.0,1
7.0,153.0,19732.0,11.0,374.0,464.0,16.0,61.0,5.0,1
7.0,189.0,20785.0,10.0,313.0,420.0,15.0,63.0,5.0,1
9.0,222.0,13677.0,7.0,349.0,461.0,18.0,72.0,5.0,1
7.0,177.0,17766.0,8.0,354.0,520.0,15.0,63.0,3.0,1
8.0,156.0,18253.0,11.0,329.0,380.0,14.0,35.0,4.0,1
8.0,212.0,21400.0,7.0,269.0,496.0,11.0,85.0,5.0,1
8.0,190.0,29412.0,8.0,350.0,524.0,19.0,80.0,4.0,1
5.0,137.0,19105.0,7.0,420.0,358.0,13.0,76.0,3.0,1
8.0,206.0,20563.0,10.0,7.0,479.0,22.0,80.0,4.0,1
4.0,111.0,14905.0,8.0,419.0,382.0,16.0,7.0,4.0,1
4.0,202.0,20556.0,2.0,342.0,436.0,12.0,69.0,3.0,1
7.0,202.0,15618.0,7.0,367.0,360.0,11.0,25.0,5.0,1
5.0,174.0,15222.0,6.0,412.0,334.0,15.0,69.0,4.0,1
10.0,217.0,25176.0,10.0,329.0,394.0,20.0,86.0,3.0,1
5.0,179.0,22648.0,6.0,326.0,405.0,19.0,90.0,4.0,1
8.0,201.0,16827.0,10.0,7.0,566.0,14.0,47.0,5.0,1
6.0,186.0,27978.0,7.0,330.0,429.0,21.0,71.0,3.0,1
6.0,174.0,14305.0,5.0,369.0,472.0,16.0,58.0,5.0,1
6.0,143.0,18377.0,7.0,418.0,360.0,19.0,77.0,5.0,1
7.0,192.0,26352.0,8.0,7.0,505.0,19.0,73.0,4.0,1
8.0,210.0,16897.0,7.0,345.0,316.0,20.0,7.0,3.0,1
7.0,242.0,13312.0,5.0,7.0,529.0,17.0,63.0,5.0,1
8.0,220.0,17170.0,8.0,344.0,385.0,17.0,47.0,5.0,1
9.0,195.0,16679.0,10.0,302.0,405.0,5.0,55.0,5.0,1
7.0,247.0,22632.0,3.0,297.0,357.0,16.0,80.0,4.0,1
8.0,230.0,18877.0,4.0,278.0,447.0,18.0,53.0,4.0,1
7.0,161.0,25592.0,10.0,368.0,331.0,15.0,51.0,4.0,1
7.0,117.0,27151.0,10.0,7.0,372.0,14.0,63.0,4.0,1
6.0,147.0,13615.0,9.0,395.0,533.0,14.0,92.0,4.0,1
7.0,202.0,35419.0,8.0,254.0,447.0,16.0,45.0,3.0,1
5.0,211.0,29228.0,4.0,342.0,364.0,18.0,36.0,4.0,1
7.0,213.0,18464.0,7.0,356.0,524.0,12.0,45.0,5.0,1
7.0,209.0,16739.0,8.0,7.0,519.0,9.0,78.0,5.0,1
8.0,156.0,18432.0,12.0,370.0,288.0,12.0,80.0,4.0,1
8.0,186.0,30587.0,8.0,7.0,314.0,17.0,60.0,5.0,1
8.0,222.0,23884.0,6.0,355.0,515.0,11.0,57.0,4.0,1
8.0,214.0,15457.0,8.0,318.0,376.0,9.0,55.0,4.0,1
9.0,263.0,24418.0,5.0,241.0,494.0,13.0,47.0,6.0,1
6.0,203.0,26448.0,6.0,322.0,567.0,13.0,56.0,3.0,1
7.0,180.0,17030.0,7.0,372.0,405.0,12.0,47.0,4.0,1
8.0,205.0,17415.0,7.0,277.0,347.0,13.0,84.0,5.0,1
8.0,202.0,23260.0,9.0,333.0,292.0,12.0,64.0,3.0,1
7.0,240.0,23104.0,9.0,339.0,487.0,15.0,89.0,4.0,1
8.0,241.0,25695.0,4.0,302.0,443.0,17.0,97.0,5.0,1
8.0,221.0,20111.0,7.0,355.0,367.0,20.0,54.0,5.0,1
6.0,165.0,23022.0,8.0,357.0,402.0,18.0,80.0,4.0,1
7.0,228.0,15617.0,6.0,327.0,403.0,15.0,80.0,3.0,1
4.0,138.0,11843.0,6.0,364.0,426.0,20.0,48.0,3.0,1
8.0,169.0,28724.0,9.0,354.0,517.0,12.0,80.0,4.0,1
7.0,184.0,11579.0,6.0,364.0,557.0,9.0,34.0,5.0,1
6.0,214.0,30169.0,5.0,7.0,339.0,15.0,44.0,5.0,1
7.0,203.0,22375.0,6.0,400.0,548.0,12.0,71.0,4.0,1
9.0,266.0,34447.0,5.0,7.0,343.0,14.0,65.0,4.0,1
7.0,166.0,14202.0,9.0,371.0,493.0,12.0,60.0,3.0,1
7.0,210.0,31073.0,6.0,312.0,461.0,17.0,42.0,4.0,1
9.0,185.0,21737.0,12.0,305.0,318.0,17.0,51.0,5.0,1
8.0,152.0,19148.0,12.0,391.0,375.0,10.0,70.0,4.0,1
6.0,225.0,26807.0,3.0,319.0,383.0,11.0,64.0,3.0,1
4.0,190.0,20864.0,2.0,7.0,516.0,18.0,63.0,4.0,1
8.0,188.0,21094.0,11.0,390.0,463.0,11.0,81.0,4.0,1
7.0,189.0,31316.0,8.0,7.0,399.0,16.0,70.0,3.0,1
7.0,209.0,29124.0,7.0,328.0,308.0,12.0,66.0,4.0,1
7.0,182.0,17541.0,8.0,7.0,306.0,12.0,62.0,4.0,1
4.0,124.0,18038.0,9.0,7.0,549.0,16.0,92.0,5.0,1
7.0,176.0,12675.0,9.0,355.0,344.0,13.0,84.0,4.0,1
5.0,162.0,14127.0,6.0,358.0,338.0,21.0,66.0,3.0,1
7.0,197.0,26012.0,7.0,347.0,473.0,18.0,69.0,4.0,1
6.0,149.0,32416.0,9.0,319.0,408.0,12.0,42.0,4.0,1
6.0,217.0,29645.0,4.0,329.0,311.0,14.0,63.0,4.0,1
9.0,249.0,19794.0,10.0,323.0,411.0,18.0,69.0,3.0,0
6.0,147.0,19679.0,5.0,320.0,414.0,16.0,84.0,4.0,0
6.0,179.0,13095.0,8.0,7.0,437.0,14.0,60.0,5.0,0
8.0,172.0,27062.0,5.0,378.0,325.0,14.0,97.0,5.0,0
7.0,191.0,16191.0,5.0,7.0,564.0,18.0,43.0,3.0,0
5.0,183.0,23590.0,9.0,326.0,446.0,15.0,69.0,5.0,0
6.0,180.0,29033.0,7.0,326.0,375.0,18.0,76.0,3.0,0
7.0,253.0,12038.0,4.0,325.0,422.0,13.0,40.0,3.0,0
6.0,200.0,9545.0,9.0,343.0,378.0,22.0,80.0,2.0,0
8.0,203.0,13227.0,6.0,362.0,410.0,18.0,79.0,4.0,0
9.0,210.0,16880.0,2.0,7.0,294.0,8.0,70.0,4.0,0
8.0,204.0,20855.0,8.0,334.0,532.0,14.0,75.0,3.0,0
8.0,207.0,31080.0,6.0,333.0,369.0,18.0,55.0,4.0,0
3.0,127.0,16829.0,11.0,7.0,456.0,10.0,79.0,5.0,0
5.0,168.0,17695.0,10.0,334.0,353.0,17.0,67.0,5.0,0
5.0,142.0,44500.0,8.0,336.0,535.0,15.0,63.0,4.0,0
5.0,180.0,22558.0,10.0,296.0,450.0,14.0,82.0,3.0,0
7.0,206.0,18221.0,6.0,352.0,547.0,12.0,62.0,3.0,0
11.0,256.0,43536.0,4.0,7.0,433.0,12.0,56.0,5.0,0
6.0,170.0,14711.0,7.0,359.0,536.0,12.0,67.0,5.0,0
9.0,269.0,13064.0,8.0,358.0,550.0,12.0,64.0,5.0,0
4.0,145.0,15105.0,8.0,334.0,343.0,14.0,86.0,4.0,0
8.0,235.0,5477.0,6.0,7.0,444.0,12.0,34.0,5.0,0
9.0,220.0,33365.0,6.0,324.0,444.0,18.0,80.0,3.0,0
7.0,173.0,34816.0,8.0,294.0,389.0,16.0,68.0,5.0,0
7.0,180.0,22060.0,8.0,7.0,386.0,10.0,70.0,5.0,0
4.0,120.0,30014.0,6.0,7.0,434.0,9.0,100.0,5.0,0
9.0,252.0,13137.0,6.0,320.0,350.0,13.0,59.0,4.0,0
7.0,220.0,23581.0,7.0,285.0,326.0,13.0,89.0,4.0,0
8.0,208.0,24871.0,5.0,7.0,441.0,19.0,51.0,3.0,0
9.0,234.0,19550.0,7.0,7.0,285.0,13.0,25.0,2.0,0
7.0,207.0,39424.0,8.0,325.0,570.0,14.0,7.0,3.0,0
10.0,244.0,16523.0,4.0,311.0,488.0,17.0,84.0,4.0,0
7.0,167.0,11532.0,8.0,361.0,625.0,14.0,75.0,4.0,0
6.0,164.0,9944.0,8.0,351.0,375.0,17.0,66.0,4.0,0
7.0,183.0,12676.0,10.0,320.0,482.0,13.0,47.0,3.0,0
6.0,149.0,23604.0,7.0,303.0,393.0,18.0,54.0,4.0,0
8.0,187.0,49341.0,4.0,301.0,437.0,14.0,7.0,5.0,0
7.0,193.0,18519.0,8.0,7.0,374.0,14.0,44.0,3.0,0
7.0,200.0,23951.0,8.0,320.0,420.0,12.0,64.0,5.0,0
7.0,203.0,22257.0,7.0,305.0,434.0,14.0,64.0,4.0,0
8.0,213.0,24415.0,5.0,7.0,446.0,12.0,49.0,4.0,0
7.0,187.0,22724.0,6.0,331.0,385.0,12.0,73.0,5.0,0
7.0,189.0,30043.0,7.0,310.0,465.0,11.0,47.0,4.0,0
5.0,147.0,20228.0,6.0,369.0,347.0,15.0,57.0,4.0,0
7.0,223.0,17862.0,8.0,299.0,429.0,12.0,69.0,3.0,0
7.0,226.0,8238.0,8.0,290.0,285.0,12.0,52.0,4.0,0
7.0,171.0,17475.0,5.0,363.0,642.0,17.0,41.0,5.0,0
10.0,278.0,12978.0,7.0,319.0,487.0,14.0,85.0,4.0,0
7.0,210.0,26894.0,4.0,329.0,345.0,15.0,7.0,5.0,0
8.0,234.0,8201.0,8.0,7.0,461.0,13.0,69.0,4.0,0
10.0,218.0,15121.0,3.0,7.0,499.0,15.0,42.0,3.0,0
11.0,284.0,15177.0,5.0,334.0,421.0,13.0,72.0,4.0,0
10.0,264.0,13345.0,7.0,296.0,462.0,12.0,76.0,3.0,0
7.0,177.0,18533.0,6.0,336.0,491.0,14.0,97.0,4.0,0
4.0,147.0,24252.0,7.0,283.0,482.0,11.0,70.0,6.0,0
7.0,198.0,12962.0,6.0,363.0,504.0,19.0,80.0,4.0,0
7.0,233.0,32600.0,7.0,344.0,447.0,14.0,53.0,3.0,0
7.0,193.0,36521.0,7.0,7.0,474.0,17.0,82.0,4.0,0
6.0,193.0,32875.0,11.0,338.0,415.0,13.0,70.0,3.0,0
9.0,257.0,12726.0,10.0,356.0,506.0,11.0,69.0,3.0,0
8.0,245.0,18001.0,9.0,351.0,344.0,14.0,7.0,5.0,0
9.0,230.0,24561.0,7.0,373.0,395.0,14.0,41.0,4.0,0
7.0,209.0,11610.0,6.0,7.0,407.0,7.0,76.0,4.0,0
6.0,143.0,22578.0,6.0,339.0,574.0,15.0,49.0,3.0,0
6.0,166.0,22396.0,7.0,309.0,530.0,11.0,7.0,5.0,0
7.0,202.0,29508.0,4.0,325.0,429.0,9.0,76.0,4.0,0
7.0,140.0,31421.0,7.0,346.0,379.0,18.0,55.0,5.0,0
7.0,175.0,34934.0,5.0,332.0,411.0,12.0,60.0,4.0,0
7.0,188.0,12321.0,5.0,343.0,475.0,18.0,38.0,4.0,0
6.0,188.0,10499.0,8.0,323.0,467.0,21.0,68.0,4.0,0
9.0,216.0,14154.0,5.0,333.0,312.0,11.0,69.0,3.0,0
9.0,223.0,19259.0,6.0,396.0,467.0,10.0,74.0,3.0,0
7.0,180.0,23793.0,5.0,333.0,462.0,14.0,61.0,4.0,0
7.0,207.0,30573.0,4.0,342.0,394.0,16.0,81.0,3.0,0
9.0,184.0,33037.0,3.0,359.0,631.0,17.0,68.0,3.0,0
10.0,252.0,17156.0,6.0,347.0,410.0,19.0,83.0,3.0,0
5.0,150.0,43195.0,7.0,323.0,287.0,11.0,72.0,4.0,0
5.0,175.0,33473.0,8.0,319.0,484.0,17.0,94.0,5.0,0
7.0,198.0,23113.0,10.0,332.0,449.0,14.0,70.0,4.0,0
6.0,185.0,14343.0,10.0,334.0,409.0,15.0,64.0,4.0,0
6.0,158.0,25363.0,8.0,378.0,568.0,14.0,76.0,5.0,0
6.0,176.0,26369.0,10.0,348.0,454.0,13.0,61.0,5.0,0
7.0,192.0,41570.0,5.0,321.0,343.0,14.0,54.0,3.0,0
7.0,212.0,7450.0,9.0,7.0,396.0,11.0,75.0,5.0,0
7.0,200.0,25973.0,6.0,336.0,345.0,13.0,47.0,3.0,0
3.0,142.0,23257.0,8.0,293.0,392.0,9.0,68.0,3.0,0
6.0,163.0,31883.0,8.0,351.0,551.0,16.0,72.0,5.0,0
8.0,246.0,7930.0,9.0,373.0,349.0,14.0,85.0,4.0,0
7.0,207.0,24549.0,5.0,7.0,365.0,12.0,79.0,5.0,0
8.0,199.0,20426.0,8.0,380.0,333.0,15.0,62.0,4.0,0
7.0,219.0,8136.0,6.0,311.0,519.0,15.0,51.0,5.0,0
10.0,245.0,18976.0,5.0,331.0,384.0,15.0,7.0,4.0,0
8.0,199.0,40368.0,7.0,7.0,294.0,14.0,69.0,4.0,0
7.0,251.0,24538.0,7.0,345.0,426.0,14.0,60.0,6.0,0
6.0,151.0,26373.0,6.0,7.0,468.0,9.0,102.0,5.0,0
8.0,224.0,23962.0,5.0,337.0,477.0,17.0,65.0,4.0,0
9.0,228.0,27352.0,8.0,350.0,388.0,13.0,80.0,5.0,0
6.0,178.0,21920.0,7.0,336.0,288.0,17.0,47.0,4.0,0
6.0,186.0,18910.0,8.0,329.0,427.0,13.0,52.0,4.0,0
6.0,177.0,26756.0,7.0,317.0,505.0,21.0,60.0,3.0,0
6.0,201.0,9323.0,9.0,325.0,450.0,12.0,74.0,5.0,0
7.0,229.0,9633.0,11.0,326.0,439.0,21.0,40.0,4.0,0
8.0,188.0,31921.0,6.0,334.0,436.0,15.0,43.0,5.0,0
6.0,192.0,14705.0,8.0,306.0,430.0,15.0,45.0,5.0,0
6.0,219.0,12813.0,11.0,7.0,421.0,8.0,79.0,4.0,0
9.0,210.0,22377.0,3.0,322.0,414.0,13.0,43.0,5.0,0
7.0,183.0,31296.0,4.0,7.0,412.0,14.0,77.0,4.0,0
9.0,214.0,38768.0,7.0,310.0,383.0,16.0,57.0,3.0,0
5.0,121.0,22982.0,8.0,372.0,261.0,13.0,67.0,3.0,0
7.0,143.0,19291.0,6.0,371.0,486.0,14.0,64.0,4.0,0
6.0,192.0,17280.0,9.0,7.0,413.0,13.0,85.0,5.0,0
10.0,240.0,20270.0,7.0,374.0,568.0,16.0,56.0,5.0,0
8.0,200.0,15513.0,6.0,7.0,421.0,8.0,54.0,4.0,0
7.0,209.0,7845.0,8.0,434.0,422.0,16.0,7.0,4.0,0
7.0,206.0,10343.0,8.0,324.0,521.0,16.0,68.0,3.0,0
7.0,189.0,24267.0,7.0,326.0,500.0,13.0,66.0,4.0,0
8.0,212.0,24145.0,8.0,364.0,464.0,15.0,70.0,4.0,0
8.0,240.0,10823.0,8.0,317.0,426.0,8.0,49.0,3.0,0
7.0,184.0,13377.0,7.0,334.0,509.0,17.0,82.0,5.0,0
6.0,191.0,12768.0,9.0,324.0,500.0,12.0,54.0,5.0,0
6.0,207.0,9845.0,10.0,321.0,467.0,19.0,58.0,4.0,0
5.0,150.0,19694.0,7.0,336.0,286.0,14.0,46.0,5.0,0
7.0,233.0,10634.0,8.0,334.0,542.0,14.0,85.0,5.0,0
8.0,224.0,22523.0,7.0,287.0,330.0,18.0,78.0,4.0,0
7.0,192.0,36991.0,5.0,7.0,591.0,19.0,25.0,4.0,0
11.0,238.0,21872.0,3.0,7.0,374.0,16.0,64.0,6.0,0
6.0,187.0,12194.0,8.0,352.0,577.0,14.0,7.0,3.0,0
7.0,152.0,22624.0,8.0,388.0,394.0,10.0,55.0,4.0,0
6.0,190.0,12308.0,9.0,312.0,400.0,19.0,67.0,4.0,0
7.0,183.0,20311.0,7.0,381.0,345.0,11.0,72.0,4.0,0
